sub_region_1,date,transit_stations_percent_change_from_baseline
Kymenlaakso,2020-09-20,-23.0
Kymenlaakso,2020-09-21,-38.0
Kymenlaakso,2020-09-22,-43.0
Kymenlaakso,2020-09-23,-50.0
Kymenlaakso,2020-09-24,-49.0
Kymenlaakso,2020-09-25,-48.0
Kymenlaakso,2020-09-26,-50.0
Kymenlaakso,2020-09-27,-30.0
Kymenlaakso,2020-09-28,-46.0
Kymenlaakso,2020-09-29,-44.0
Kymenlaakso,2020-09-30,-44.0
Kymenlaakso,2020-10-01,-45.0
Kymenlaakso,2020-10-02,-42.0
Kymenlaakso,2020-10-03,-39.0
Kymenlaakso,2020-10-04,-28.0
Kymenlaakso,2020-10-05,-42.0
Kymenlaakso,2020-10-06,-38.0
Kymenlaakso,2020-10-07,-39.0
Kymenlaakso,2020-10-08,-48.0
Kymenlaakso,2020-10-09,-48.0
Kymenlaakso,2020-10-10,-46.0
Kymenlaakso,2020-10-11,-35.0
Kymenlaakso,2020-10-12,-39.0
Kymenlaakso,2020-10-13,-42.0
Kymenlaakso,2020-10-14,-45.0
Kymenlaakso,2020-10-15,-43.0
Kymenlaakso,2020-10-16,-49.0
Kymenlaakso,2020-10-17,-55.0
Kymenlaakso,2020-10-18,-48.0
Kymenlaakso,2020-10-19,-51.0
Kymenlaakso,2020-10-20,-52.0
Kymenlaakso,2020-10-21,-60.0
Kymenlaakso,2020-10-22,-62.0
Kymenlaakso,2020-10-23,-64.0
Kymenlaakso,2020-10-24,-60.0
Kymenlaakso,2020-10-25,-36.0
Kymenlaakso,2020-10-26,-47.0
Kymenlaakso,2020-10-27,-60.0
Kymenlaakso,2020-10-28,-53.0
Kymenlaakso,2020-10-29,-57.0
Kymenlaakso,2020-10-30,-58.0
Kymenlaakso,2020-10-31,-58.0
Kymenlaakso,2020-11-01,-50.0
Kymenlaakso,2020-11-02,-59.0
Kymenlaakso,2020-11-03,-57.0
Kymenlaakso,2020-11-04,-57.0
Kymenlaakso,2020-11-05,-55.0
Kymenlaakso,2020-11-06,-53.0
Kymenlaakso,2020-11-07,-59.0
Kymenlaakso,2020-11-08,-37.0
Kymenlaakso,2020-11-09,-48.0
Kymenlaakso,2020-11-10,-51.0
Kymenlaakso,2020-11-11,-54.0
Kymenlaakso,2020-11-12,-54.0
Kymenlaakso,2020-11-13,-53.0
Kymenlaakso,2020-11-14,-55.0
Kymenlaakso,2020-11-15,-43.0
Kymenlaakso,2020-11-16,-51.0
Kymenlaakso,2020-11-17,-57.0
Kymenlaakso,2020-11-18,-59.0
Kymenlaakso,2020-11-19,-60.0
Kymenlaakso,2020-11-20,-60.0
Kymenlaakso,2020-11-21,-53.0
Kymenlaakso,2020-11-22,-52.0
Kymenlaakso,2020-11-23,-57.0
Kymenlaakso,2020-11-24,-59.0
Kymenlaakso,2020-11-25,-60.0
Kymenlaakso,2020-11-26,-58.0
Kymenlaakso,2020-11-27,-62.0
Kymenlaakso,2020-11-28,-66.0
Kymenlaakso,2020-11-29,-50.0
Kymenlaakso,2020-11-30,-49.0
Kymenlaakso,2020-12-01,-56.0
Kymenlaakso,2020-12-02,-60.0
Kymenlaakso,2020-12-03,-63.0
Kymenlaakso,2020-12-04,-64.0
Kymenlaakso,2020-12-05,-68.0
Kymenlaakso,2020-12-06,-60.0
Kymenlaakso,2020-12-07,-66.0
Kymenlaakso,2020-12-08,-69.0
Kymenlaakso,2020-12-09,-66.0
Kymenlaakso,2020-12-10,-71.0
Kymenlaakso,2020-12-11,-69.0
Kymenlaakso,2020-12-12,-69.0
Kymenlaakso,2020-12-13,-63.0
Kymenlaakso,2020-12-14,-65.0
Kymenlaakso,2020-12-15,-62.0
Kymenlaakso,2020-12-16,-66.0
Kymenlaakso,2020-12-17,-67.0
Kymenlaakso,2020-12-18,-68.0
Kymenlaakso,2020-12-19,-66.0
Kymenlaakso,2020-12-20,-64.0
Kymenlaakso,2020-12-21,-64.0
Kymenlaakso,2020-12-22,-56.0
Kymenlaakso,2020-12-23,-49.0
Kymenlaakso,2020-12-24,-81.0
Kymenlaakso,2020-12-25,-76.0
Kymenlaakso,2020-12-26,-57.0
Kymenlaakso,2020-12-27,-51.0
Kymenlaakso,2020-12-28,-58.0
Kymenlaakso,2020-12-29,-65.0
Kymenlaakso,2020-12-30,-61.0
Kymenlaakso,2020-12-31,-65.0
Lapland,2020-02-15,56.0
Lapland,2020-02-16,14.0
Lapland,2020-02-17,21.0
Lapland,2020-02-18,31.0
Lapland,2020-02-19,19.0
Lapland,2020-02-20,22.0
Lapland,2020-02-21,16.0
Lapland,2020-02-22,70.0
Lapland,2020-02-23,27.0
Lapland,2020-02-24,25.0
Lapland,2020-02-25,29.0
Lapland,2020-02-26,15.0
Lapland,2020-02-27,17.0
Lapland,2020-02-28,18.0
Lapland,2020-02-29,51.0
Lapland,2020-03-01,17.0
Lapland,2020-03-02,26.0
Lapland,2020-03-03,18.0
Lapland,2020-03-04,19.0
Lapland,2020-03-05,12.0
Lapland,2020-03-06,18.0
Lapland,2020-03-07,62.0
Lapland,2020-03-08,20.0
Lapland,2020-03-09,20.0
Lapland,2020-03-10,15.0
Lapland,2020-03-11,16.0
Lapland,2020-03-12,11.0
Lapland,2020-03-13,5.0
Lapland,2020-03-14,41.0
Lapland,2020-03-15,-12.0
Lapland,2020-03-16,-4.0
Lapland,2020-03-17,-18.0
Lapland,2020-03-18,-15.0
Lapland,2020-03-19,-31.0
Lapland,2020-03-20,-36.0
Lapland,2020-03-21,-22.0
Lapland,2020-03-22,-62.0
Lapland,2020-03-23,-49.0
Lapland,2020-03-24,-46.0
Lapland,2020-03-25,-50.0
Lapland,2020-03-26,-58.0
Lapland,2020-03-27,-60.0
Lapland,2020-03-28,-62.0
Lapland,2020-03-29,-71.0
Lapland,2020-03-30,-62.0
Lapland,2020-03-31,-61.0
Lapland,2020-04-01,-60.0
Lapland,2020-04-02,-67.0
Lapland,2020-04-03,-67.0
Lapland,2020-04-04,-67.0
Lapland,2020-04-05,-77.0
Lapland,2020-04-06,-66.0
Lapland,2020-04-07,-62.0
Lapland,2020-04-08,-60.0
Lapland,2020-04-09,-61.0
Lapland,2020-04-10,-71.0
Lapland,2020-04-11,-67.0
Lapland,2020-04-12,-82.0
Lapland,2020-04-13,-75.0
Lapland,2020-04-14,-60.0
Lapland,2020-04-15,-65.0
Lapland,2020-04-16,-65.0
Lapland,2020-04-17,-69.0
Lapland,2020-04-18,-74.0
Lapland,2020-04-19,-80.0
Lapland,2020-04-20,-62.0
Lapland,2020-04-21,-58.0
Lapland,2020-04-22,-60.0
Lapland,2020-04-23,-66.0
Lapland,2020-04-24,-69.0
Lapland,2020-04-25,-74.0
Lapland,2020-04-26,-77.0
Lapland,2020-04-27,-64.0
Lapland,2020-04-28,-58.0
Lapland,2020-04-29,-59.0
Lapland,2020-04-30,-61.0
Lapland,2020-05-01,-72.0
Lapland,2020-05-02,-72.0
Lapland,2020-05-03,-82.0
Lapland,2020-05-04,-63.0
Lapland,2020-05-05,-57.0
Lapland,2020-05-06,-62.0
Lapland,2020-05-07,-61.0
Lapland,2020-05-08,-65.0
Lapland,2020-05-09,-67.0
Lapland,2020-05-10,-79.0
Lapland,2020-05-11,-61.0
Lapland,2020-05-12,-59.0
Lapland,2020-05-13,-58.0
Lapland,2020-05-14,-60.0
Lapland,2020-05-15,-60.0
Lapland,2020-05-16,-71.0
Lapland,2020-05-17,-77.0
Lapland,2020-05-18,-57.0
Lapland,2020-05-19,-53.0
Lapland,2020-05-20,-50.0
Lapland,2020-05-21,-62.0
Lapland,2020-05-22,-57.0
Lapland,2020-05-23,-62.0
Lapland,2020-05-24,-69.0
Lapland,2020-05-25,-51.0
Lapland,2020-05-26,-44.0
Lapland,2020-05-27,-51.0
Lapland,2020-05-28,-51.0
Lapland,2020-05-29,-52.0
Lapland,2020-05-30,-54.0
Lapland,2020-05-31,-66.0
Lapland,2020-06-01,-42.0
Lapland,2020-06-02,-39.0
Lapland,2020-06-03,-44.0
Lapland,2020-06-04,-46.0
Lapland,2020-06-05,-56.0
Lapland,2020-06-06,-58.0
Lapland,2020-06-07,-71.0
Lapland,2020-06-08,-45.0
Lapland,2020-06-09,-42.0
Lapland,2020-06-10,-39.0
Lapland,2020-06-11,-45.0
Lapland,2020-06-12,-47.0
Lapland,2020-06-13,-49.0
Lapland,2020-06-14,-60.0
Lapland,2020-06-15,-41.0
Lapland,2020-06-16,-29.0
Lapland,2020-06-17,-30.0
Lapland,2020-06-18,-34.0
Lapland,2020-06-19,-48.0
Lapland,2020-06-20,-44.0
Lapland,2020-06-21,-54.0
Lapland,2020-06-22,-33.0
Lapland,2020-06-23,-27.0
Lapland,2020-06-24,-27.0
Lapland,2020-06-25,-37.0
Lapland,2020-06-26,-42.0
Lapland,2020-06-27,-41.0
Lapland,2020-06-28,-52.0
Lapland,2020-06-29,-37.0
Lapland,2020-06-30,-37.0
Lapland,2020-07-01,-36.0
Lapland,2020-07-02,-39.0
Lapland,2020-07-03,-42.0
Lapland,2020-07-04,-40.0
Lapland,2020-07-05,-54.0
Lapland,2020-07-06,-23.0
Lapland,2020-07-07,-26.0
Lapland,2020-07-08,-22.0
Lapland,2020-07-09,-27.0
Lapland,2020-07-10,-39.0
Lapland,2020-07-11,-33.0
Lapland,2020-07-12,-47.0
Lapland,2020-07-13,-27.0
Lapland,2020-07-14,-22.0
Lapland,2020-07-15,-25.0
Lapland,2020-07-16,-24.0
Lapland,2020-07-17,-32.0
Lapland,2020-07-18,-30.0
Lapland,2020-07-19,-44.0
Lapland,2020-07-20,-22.0
Lapland,2020-07-21,-20.0
Lapland,2020-07-22,-30.0
Lapland,2020-07-23,-32.0
Lapland,2020-07-24,-37.0
Lapland,2020-07-25,-33.0
Lapland,2020-07-26,-46.0
Lapland,2020-07-27,-23.0
Lapland,2020-07-28,-15.0
Lapland,2020-07-29,-20.0
Lapland,2020-07-30,-30.0
Lapland,2020-07-31,-33.0
Lapland,2020-08-01,-32.0
Lapland,2020-08-02,-46.0
Lapland,2020-08-03,-20.0
Lapland,2020-08-04,-22.0
Lapland,2020-08-05,-21.0
Lapland,2020-08-06,-27.0
Lapland,2020-08-07,-36.0
Lapland,2020-08-08,-29.0
Lapland,2020-08-09,-50.0
Lapland,2020-08-10,-34.0
Lapland,2020-08-11,-29.0
Lapland,2020-08-12,-36.0
Lapland,2020-08-13,-29.0
Lapland,2020-08-14,-32.0
Lapland,2020-08-15,-35.0
Lapland,2020-08-16,-47.0
Lapland,2020-09-11,-11.0
Lapland,2020-09-12,-19.0
Lapland,2020-09-13,-28.0
Lapland,2020-09-14,-8.0
Lapland,2020-09-15,-4.0
Lapland,2020-09-16,-18.0
Lapland,2020-09-17,-12.0
Lapland,2020-09-18,-22.0
Lapland,2020-09-19,-20.0
Lapland,2020-09-20,-42.0
Lapland,2020-09-21,-26.0
Lapland,2020-09-22,-17.0
Lapland,2020-09-23,-27.0
Lapland,2020-09-24,-26.0
Lapland,2020-09-25,-34.0
Lapland,2020-09-26,-49.0
Lapland,2020-09-27,-52.0
Lapland,2020-09-28,-35.0
Lapland,2020-09-29,-27.0
Lapland,2020-09-30,-32.0
Lapland,2020-10-01,-34.0
Lapland,2020-10-02,-32.0
Lapland,2020-10-03,-39.0
Lapland,2020-10-04,-48.0
Lapland,2020-10-05,-34.0
Lapland,2020-10-06,-33.0
Lapland,2020-10-07,-35.0
Lapland,2020-10-08,-45.0
Lapland,2020-10-09,-42.0
Lapland,2020-10-10,-47.0
Lapland,2020-10-11,-56.0
Lapland,2020-10-12,-37.0
Lapland,2020-10-13,-32.0
Lapland,2020-10-14,-28.0
Lapland,2020-10-15,-30.0
Lapland,2020-10-16,-35.0
Lapland,2020-10-17,-40.0
Lapland,2020-10-18,-51.0
Lapland,2020-10-19,-33.0
Lapland,2020-10-20,-32.0
Lapland,2020-10-21,-37.0
Lapland,2020-10-22,-40.0
Lapland,2020-10-23,-39.0
Lapland,2020-10-24,-50.0
Lapland,2020-10-25,-57.0
Lapland,2020-10-26,-43.0
Lapland,2020-10-27,-39.0
Lapland,2020-10-28,-44.0
Lapland,2020-10-29,-49.0
Lapland,2020-10-30,-46.0
Lapland,2020-10-31,-54.0
Lapland,2020-11-01,-64.0
Lapland,2020-11-02,-49.0
Lapland,2020-11-03,-42.0
Lapland,2020-11-04,-46.0
Lapland,2020-11-05,-44.0
Lapland,2020-11-06,-48.0
Lapland,2020-11-07,-55.0
Lapland,2020-11-08,-61.0
Lapland,2020-11-09,-43.0
Lapland,2020-11-10,-42.0
Lapland,2020-11-11,-42.0
Lapland,2020-11-12,-42.0
Lapland,2020-11-13,-46.0
Lapland,2020-11-14,-53.0
Lapland,2020-11-15,-60.0
Lapland,2020-11-16,-42.0
Lapland,2020-11-17,-37.0
Lapland,2020-11-18,-37.0
Lapland,2020-11-19,-35.0
Lapland,2020-11-20,-40.0
Lapland,2020-11-21,-48.0
Lapland,2020-11-22,-51.0
Lapland,2020-11-23,-36.0
Lapland,2020-11-24,-37.0
Lapland,2020-11-25,-37.0
Lapland,2020-11-26,-35.0
Lapland,2020-11-27,-35.0
Lapland,2020-11-28,-41.0
Lapland,2020-11-29,-55.0
Lapland,2020-11-30,-32.0
Lapland,2020-12-01,-36.0
Lapland,2020-12-02,-39.0
Lapland,2020-12-03,-44.0
Lapland,2020-12-04,-41.0
Lapland,2020-12-05,-45.0
Lapland,2020-12-06,-60.0
Lapland,2020-12-07,-40.0
Lapland,2020-12-08,-39.0
Lapland,2020-12-09,-40.0
Lapland,2020-12-10,-42.0
Lapland,2020-12-11,-48.0
Lapland,2020-12-12,-53.0
Lapland,2020-12-13,-60.0
Lapland,2020-12-14,-44.0
Lapland,2020-12-15,-39.0
Lapland,2020-12-16,-36.0
Lapland,2020-12-17,-38.0
Lapland,2020-12-18,-46.0
Lapland,2020-12-19,-40.0
Lapland,2020-12-20,-58.0
Lapland,2020-12-21,-32.0
Lapland,2020-12-22,-23.0
Lapland,2020-12-23,-26.0
Lapland,2020-12-24,-51.0
Lapland,2020-12-25,-61.0
Lapland,2020-12-26,-27.0
Lapland,2020-12-27,-43.0
Lapland,2020-12-28,-26.0
Lapland,2020-12-29,-24.0
Lapland,2020-12-30,-19.0
Lapland,2020-12-31,-33.0
Lapland,2020-02-16,13.0
Lapland,2020-02-17,3.0
Lapland,2020-02-18,3.0
Lapland,2020-02-19,-13.0
Lapland,2020-02-20,0.0
Lapland,2020-02-21,0.0
Lapland,2020-02-23,36.0
Lapland,2020-02-24,5.0
Lapland,2020-02-25,11.0
Lapland,2020-02-26,-5.0
Lapland,2020-02-27,8.0
Lapland,2020-02-28,17.0
Lapland,2020-03-01,8.0
Lapland,2020-03-02,1.0
Lapland,2020-03-03,1.0
Lapland,2020-03-04,10.0
Lapland,2020-03-05,1.0
Lapland,2020-03-06,0.0
Lapland,2020-03-08,4.0
Lapland,2020-03-09,4.0
Lapland,2020-03-10,10.0
Lapland,2020-03-11,-5.0
Lapland,2020-03-12,2.0
Lapland,2020-03-13,-7.0
Lapland,2020-03-14,17.0
Lapland,2020-03-15,-27.0
Lapland,2020-03-16,-17.0
Lapland,2020-03-17,-27.0
Lapland,2020-03-18,-24.0
Lapland,2020-03-19,-31.0
Lapland,2020-03-20,-38.0
Lapland,2020-03-21,1.0
Lapland,2020-03-22,-45.0
Lapland,2020-03-23,-44.0
Lapland,2020-03-24,-38.0
Lapland,2020-03-25,-43.0
Lapland,2020-03-26,-45.0
Lapland,2020-03-27,-47.0
Lapland,2020-03-28,-44.0
Lapland,2020-03-29,-51.0
Lapland,2020-03-30,-52.0
Lapland,2020-03-31,-54.0
Lapland,2020-04-01,-43.0
Lapland,2020-04-02,-51.0
Lapland,2020-04-03,-49.0
Lapland,2020-04-04,-47.0
Lapland,2020-04-05,-52.0
Lapland,2020-04-06,-59.0
Lapland,2020-04-07,-52.0
Lapland,2020-04-08,-46.0
Lapland,2020-04-09,-39.0
Lapland,2020-04-10,-56.0
Lapland,2020-04-11,-48.0
Lapland,2020-04-12,-65.0
Lapland,2020-04-13,-65.0
Lapland,2020-04-14,-54.0
Lapland,2020-04-15,-57.0
Lapland,2020-04-16,-54.0
Lapland,2020-04-17,-57.0
Lapland,2020-04-18,-62.0
Lapland,2020-04-19,-67.0
Lapland,2020-04-20,-54.0
Lapland,2020-04-21,-53.0
Lapland,2020-04-22,-45.0
Lapland,2020-04-23,-49.0
Lapland,2020-04-24,-55.0
Lapland,2020-04-25,-51.0
Lapland,2020-04-26,-56.0
Lapland,2020-04-27,-46.0
Lapland,2020-04-28,-50.0
Lapland,2020-04-29,-37.0
Lapland,2020-04-30,-44.0
Lapland,2020-05-01,-61.0
Lapland,2020-05-02,-63.0
Lapland,2020-05-03,-61.0
Lapland,2020-05-04,-51.0
Lapland,2020-05-05,-48.0
Lapland,2020-05-06,-50.0
Lapland,2020-05-07,-45.0
Lapland,2020-05-08,-54.0
Lapland,2020-05-09,-44.0
Lapland,2020-05-10,-60.0
Lapland,2020-05-11,-46.0
Lapland,2020-05-12,-48.0
Lapland,2020-05-13,-44.0
Lapland,2020-05-14,-44.0
Lapland,2020-05-15,-47.0
Lapland,2020-05-16,-63.0
Lapland,2020-05-17,-61.0
Lapland,2020-05-18,-47.0
Lapland,2020-05-19,-45.0
Lapland,2020-05-20,-33.0
Lapland,2020-05-21,-44.0
Lapland,2020-05-22,-38.0
Lapland,2020-05-23,-43.0
Lapland,2020-05-24,-39.0
Lapland,2020-05-25,-33.0
Lapland,2020-05-26,-29.0
Lapland,2020-05-27,-33.0
Lapland,2020-05-28,-27.0
Lapland,2020-05-29,-30.0
Lapland,2020-05-30,-24.0
Lapland,2020-05-31,-39.0
Lapland,2020-06-01,-22.0
Lapland,2020-06-02,-25.0
Lapland,2020-06-03,-24.0
Lapland,2020-06-04,-21.0
Lapland,2020-06-05,-44.0
Lapland,2020-06-06,-31.0
Lapland,2020-06-07,-57.0
Lapland,2020-06-08,-24.0
Lapland,2020-06-09,-23.0
Lapland,2020-06-10,-22.0
Lapland,2020-06-11,-34.0
Lapland,2020-06-12,-37.0
Lapland,2020-06-13,-22.0
Lapland,2020-06-14,-33.0
Lapland,2020-06-15,-33.0
Lapland,2020-06-16,-21.0
Lapland,2020-06-17,-18.0
Lapland,2020-06-18,-26.0
Lapland,2020-06-19,-42.0
Lapland,2020-06-20,-22.0
Lapland,2020-06-21,-26.0
Lapland,2020-06-22,-24.0
Lapland,2020-06-23,-19.0
Lapland,2020-06-24,-17.0
Lapland,2020-06-25,-25.0
Lapland,2020-06-26,-28.0
Lapland,2020-06-27,-23.0
Lapland,2020-06-28,-11.0
Lapland,2020-06-29,-17.0
Lapland,2020-06-30,-22.0
Lapland,2020-07-01,-17.0
Lapland,2020-07-02,-24.0
Lapland,2020-07-03,-29.0
Lapland,2020-07-04,-25.0
Lapland,2020-07-05,-25.0
Lapland,2020-07-06,-23.0
Lapland,2020-07-07,-12.0
Lapland,2020-07-08,-11.0
Lapland,2020-07-09,-18.0
Lapland,2020-07-10,-36.0
Lapland,2020-07-11,-24.0
Lapland,2020-07-12,-22.0
Lapland,2020-07-13,-34.0
Lapland,2020-07-14,-16.0
Lapland,2020-07-15,-22.0
Lapland,2020-07-16,-11.0
Lapland,2020-07-17,-31.0
Lapland,2020-07-18,-15.0
Lapland,2020-07-19,-23.0
Lapland,2020-07-20,-9.0
Lapland,2020-07-21,-20.0
Lapland,2020-07-22,-36.0
Lapland,2020-07-23,-34.0
Lapland,2020-07-24,-38.0
Lapland,2020-07-25,-47.0
Lapland,2020-07-26,-29.0
Lapland,2020-07-27,-14.0
Lapland,2020-07-28,-21.0
Lapland,2020-07-29,-24.0
Lapland,2020-07-30,-31.0
Lapland,2020-07-31,-27.0
Lapland,2020-08-01,-25.0
Lapland,2020-08-02,-14.0
Lapland,2020-08-03,0.0
Lapland,2020-08-04,-3.0
Lapland,2020-08-05,-9.0
Lapland,2020-08-06,-24.0
Lapland,2020-08-07,-31.0
Lapland,2020-08-08,-30.0
Lapland,2020-08-09,-23.0
Lapland,2020-08-10,-23.0
Lapland,2020-08-11,-15.0
Lapland,2020-08-12,-13.0
Lapland,2020-08-13,-16.0
Lapland,2020-08-14,-23.0
Lapland,2020-08-15,-36.0
Lapland,2020-08-16,-15.0
Lapland,2020-09-11,-2.0
Lapland,2020-09-12,-19.0
Lapland,2020-09-13,-7.0
Lapland,2020-09-14,0.0
Lapland,2020-09-15,1.0
Lapland,2020-09-16,-14.0
Lapland,2020-09-17,-1.0
Lapland,2020-09-18,-20.0
Lapland,2020-09-19,-22.0
Lapland,2020-09-20,-20.0
Lapland,2020-09-21,-16.0
Lapland,2020-09-22,-8.0
Lapland,2020-09-23,-12.0
Lapland,2020-09-24,-16.0
Lapland,2020-09-25,-21.0
Lapland,2020-09-26,-43.0
Lapland,2020-09-27,-28.0
Lapland,2020-09-28,-16.0
Lapland,2020-09-29,-17.0
Lapland,2020-09-30,-22.0
Lapland,2020-10-01,-23.0
Lapland,2020-10-02,-16.0
Lapland,2020-10-03,-35.0
Lapland,2020-10-04,-29.0
Lapland,2020-10-05,-20.0
Lapland,2020-10-06,-20.0
Lapland,2020-10-07,-19.0
Lapland,2020-10-08,-31.0
Lapland,2020-10-09,-37.0
Lapland,2020-10-10,-35.0
Lapland,2020-10-11,-40.0
Lapland,2020-10-12,-37.0
Lapland,2020-10-13,-35.0
Lapland,2020-10-14,-10.0
Lapland,2020-10-15,-20.0
Lapland,2020-10-16,-25.0
Lapland,2020-10-17,-31.0
Lapland,2020-10-18,-33.0
Lapland,2020-10-19,-11.0
Lapland,2020-10-20,-21.0
Lapland,2020-10-21,-17.0
Lapland,2020-10-22,-16.0
Lapland,2020-10-23,-31.0
Lapland,2020-10-24,-40.0
Lapland,2020-10-25,-32.0
Lapland,2020-10-26,-25.0
Lapland,2020-10-27,-22.0
Lapland,2020-10-28,-26.0
Lapland,2020-10-29,-27.0
Lapland,2020-10-30,-32.0
Lapland,2020-10-31,-43.0
Lapland,2020-11-01,-52.0
Lapland,2020-11-02,-30.0
Lapland,2020-11-03,-21.0
Lapland,2020-11-04,-21.0
Lapland,2020-11-05,-18.0
Lapland,2020-11-06,-37.0
Lapland,2020-11-07,-36.0
Lapland,2020-11-08,-37.0
Lapland,2020-11-09,-23.0
Lapland,2020-11-10,-22.0
Lapland,2020-11-11,-25.0
Lapland,2020-11-12,-21.0
Lapland,2020-11-13,-28.0
Lapland,2020-11-14,-43.0
Lapland,2020-11-15,-49.0
Lapland,2020-11-16,-26.0
Lapland,2020-11-17,-19.0
Lapland,2020-11-18,-14.0
Lapland,2020-11-19,-23.0
Lapland,2020-11-20,-33.0
Lapland,2020-11-21,-56.0
Lapland,2020-11-22,-52.0
Lapland,2020-11-23,-21.0
Lapland,2020-11-24,-23.0
Lapland,2020-11-25,0.0
Lapland,2020-11-26,-6.0
Lapland,2020-11-27,-23.0
Lapland,2020-11-28,-31.0
Lapland,2020-11-29,-36.0
Lapland,2020-11-30,-10.0
Lapland,2020-12-01,-12.0
Lapland,2020-12-02,-25.0
Lapland,2020-12-03,-26.0
Lapland,2020-12-04,-37.0
Lapland,2020-12-05,-50.0
Lapland,2020-12-06,-55.0
Lapland,2020-12-07,-32.0
Lapland,2020-12-08,-25.0
Lapland,2020-12-09,-19.0
Lapland,2020-12-10,-39.0
Lapland,2020-12-11,-41.0
Lapland,2020-12-12,-53.0
Lapland,2020-12-13,-52.0
Lapland,2020-12-14,-29.0
Lapland,2020-12-15,-31.0
Lapland,2020-12-16,-26.0
Lapland,2020-12-17,-25.0
Lapland,2020-12-18,-41.0
Lapland,2020-12-19,-48.0
Lapland,2020-12-20,-51.0
Lapland,2020-12-21,-34.0
Lapland,2020-12-22,-22.0
Lapland,2020-12-23,-31.0
Lapland,2020-12-24,-46.0
Lapland,2020-12-25,-64.0
Lapland,2020-12-26,-41.0
Lapland,2020-12-27,-41.0
Lapland,2020-12-28,-31.0
Lapland,2020-12-29,-35.0
Lapland,2020-12-30,-31.0
Lapland,2020-12-31,-38.0
Lapland,2020-03-23,-47.0
Lapland,2020-03-30,-67.0
Lapland,2020-04-01,-59.0
Lapland,2020-04-06,-61.0
Lapland,2020-04-07,-61.0
Lapland,2020-04-09,-54.0
Lapland,2020-04-10,-58.0
Lapland,2020-04-14,-60.0
Lapland,2020-04-15,-59.0
Lapland,2020-04-22,-60.0
Lapland,2020-04-23,-56.0
Lapland,2020-04-27,-64.0
Lapland,2020-04-30,-53.0
Lapland,2020-05-04,-64.0
Lapland,2020-05-07,-54.0
Lapland,2020-05-11,-61.0
Lapland,2020-05-12,-57.0
Lapland,2020-05-14,-57.0
Lapland,2020-05-18,-53.0
Lapland,2020-05-21,-56.0
Lapland,2020-05-25,-55.0
Lapland,2020-06-01,-42.0
Lapland,2020-06-08,-45.0
Lapland,2020-06-15,-40.0
Lapland,2020-06-22,-32.0
Lapland,2020-06-29,-39.0
Lapland,2020-10-05,-27.0
Lapland,2020-10-12,-41.0
Lapland,2020-10-19,-45.0
Lapland,2020-10-26,-51.0
Lapland,2020-11-02,-53.0
Lapland,2020-11-09,-47.0
Lapland,2020-11-16,-40.0
Lapland,2020-11-23,-41.0
Lapland,2020-11-30,-40.0
Lapland,2020-12-07,-30.0
Lapland,2020-12-14,-43.0
Lapland,2020-12-21,-49.0
Lapland,2020-12-25,-53.0
Lapland,2020-12-28,-39.0
Lapland,2020-02-15,41.0
Lapland,2020-02-16,11.0
Lapland,2020-02-17,14.0
Lapland,2020-02-18,27.0
Lapland,2020-02-19,18.0
Lapland,2020-02-20,20.0
Lapland,2020-02-21,19.0
Lapland,2020-02-22,54.0
Lapland,2020-02-23,26.0
Lapland,2020-02-24,18.0
Lapland,2020-02-25,30.0
Lapland,2020-02-26,5.0
Lapland,2020-02-27,4.0
Lapland,2020-02-28,18.0
Lapland,2020-02-29,33.0
Lapland,2020-03-01,21.0
Lapland,2020-03-02,6.0
Lapland,2020-03-03,-2.0
Lapland,2020-03-04,-4.0
Lapland,2020-03-05,-4.0
Lapland,2020-03-06,-5.0
Lapland,2020-03-07,21.0
Lapland,2020-03-08,14.0
Lapland,2020-03-09,-1.0
Lapland,2020-03-10,-2.0
Lapland,2020-03-11,-3.0
Lapland,2020-03-12,-8.0
Lapland,2020-03-13,-14.0
Lapland,2020-03-14,15.0
Lapland,2020-03-15,-26.0
Lapland,2020-03-16,-24.0
Lapland,2020-03-17,-30.0
Lapland,2020-03-18,-38.0
Lapland,2020-03-19,-52.0
Lapland,2020-03-20,-54.0
Lapland,2020-03-21,-36.0
Lapland,2020-03-22,-67.0
Lapland,2020-03-23,-61.0
Lapland,2020-03-24,-58.0
Lapland,2020-03-25,-64.0
Lapland,2020-03-26,-63.0
Lapland,2020-03-27,-69.0
Lapland,2020-03-28,-61.0
Lapland,2020-03-29,-70.0
Lapland,2020-03-30,-65.0
Lapland,2020-03-31,-65.0
Lapland,2020-04-01,-67.0
Lapland,2020-04-02,-67.0
Lapland,2020-04-03,-72.0
Lapland,2020-04-04,-68.0
Lapland,2020-04-05,-78.0
Lapland,2020-04-06,-68.0
Lapland,2020-04-07,-64.0
Lapland,2020-04-08,-66.0
Lapland,2020-04-09,-68.0
Lapland,2020-04-10,-78.0
Lapland,2020-04-11,-73.0
Lapland,2020-04-12,-85.0
Lapland,2020-04-13,-80.0
Lapland,2020-04-14,-63.0
Lapland,2020-04-15,-67.0
Lapland,2020-04-16,-68.0
Lapland,2020-04-17,-73.0
Lapland,2020-04-18,-75.0
Lapland,2020-04-19,-78.0
Lapland,2020-04-20,-65.0
Lapland,2020-04-21,-60.0
Lapland,2020-04-22,-66.0
Lapland,2020-04-23,-67.0
Lapland,2020-04-24,-69.0
Lapland,2020-04-25,-73.0
